Инструмент;Рейтинг;Цена;Изм. %24ч;Рын. кап.;Объём USD 24ч;Циркул. предложение;Объём / Рын. капитализ.;Доминация в соцсетях %;Категория;Тех. рейтинг
LINK;13;12,908 USD;+0,92%;9,66 B USD;661,41 M USD;748,1 M;0,0685;0,72%;Приватные, Криптовалюты, Платформы смарт-контрактов, Инструменты разработки, Оракулы, Рынки предсказаний, Интернет вещей, Управление данными и ИИ, Личные данные, NFT и коллекционные, Займы и кредиты, Управление активами, Деривативы, Страхование, Интероперабельность, Масштабирование, Корпоративные решения, Платежи, Энергетика, DeFi, Аналитика, Метавселенная, Кибербезопасность, Электронная коммерция, Спорт, Услуги в сфере недвижимости, Web3, DePIN, Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial, ISO 20022;Покупать
ADA;14;0,24626 USD;+4,16%;9,05 B USD;1,01 B USD;36,77 B;0,1112;0,90%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, ISO 20022;Покупать
LEO;15;8,9759 USD;+0,34%;8,26 B USD;161,97 K USD;919,86 M;0,0000;0,00%;Централизованные биржи, Платежи, Биржевые токены;Продавать
XLM;16;0,21171 USD;+2,88%;7,4 B USD;504,8 M USD;34,93 B;0,0683;0,18%;Криптовалюты, Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), Биржевые токены, ISO 20022;Покупать
NEAR;17;4,4701 USD;+4,71%;5,84 B USD;1,84 B USD;1,31 B;0,3142;0,94%;Платформы смарт-контрактов, Управление данными и ИИ, Интероперабельность, Сеть уровня 1, Сделано в США;Активно покупать
UNI;18;8,8177 USD;−0,87%;5,47 B USD;1,3 B USD;620,78 M;0,2373;0,30%;Децентрализованные биржи, DeFi, DAO, Сделано в США, Биржевые токены;Покупать
BCH;19;267,57 USD;+2,78%;5,38 B USD;368,62 M USD;20,09 M;0,0686;0,11%;Криптовалюты, Сеть уровня 1, Сделано в США;Покупать
USDE;20;0,99975 USD;−0,02%;4,91 B USD;125,26 M USD;4,91 B;0,0255;0,07%;Стейблкоины, Обеспеченные стейблкоины;Покупать
AVAX;21;10,815 USD;−2,88%;4,79 B USD;915,93 M USD;442,92 M;0,1912;0,58%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial;Покупать
CC;22;0,11771 USD;+2,54%;4,67 B USD;34,33 M USD;39,66 B;0,0074;—;Приватные, Криптовалюты, Платформы смарт-контрактов, Интероперабельность, Масштабирование, Корпоративные решения, Сеть уровня 1;Покупать
LTC;23;60,540 USD;+2,31%;4,7 B USD;601,09 M USD;77,64 M;0,1279;0,53%;Приватные, Криптовалюты, Сеть уровня 1, Сделано в США;Покупать
DAI;24;0,99993 USD;+0,00%;4,57 B USD;58,36 M USD;4,57 B;0,0128;0,01%;Стейблкоины, Обеспеченные стейблкоины, DeFi;Покупать
USD1;25;0,99942 USD;−0,01%;4,35 B USD;1,62 B USD;4,35 B;0,3720;—;Стейблкоины, Обеспеченные стейблкоины, Сделано в США, Портфель World Liberty Financial;Продавать
HBAR;26;0,096434 USD;+9,08%;4,23 B USD;198,48 M USD;43,83 B;0,0470;0,20%;Платформы смарт-контрактов, Корпоративные решения, DeFi, Сеть уровня 1, Сделано в США, Real-world assets (RWA), ISO 20022;Активно покупать
SUI;27;1,0126 USD;+2,16%;4,15 B USD;2 B USD;4,1 B;0,4819;0,53%;Платформы смарт-контрактов, Инструменты разработки, Масштабирование, Сеть уровня 1, Сделано в США, Портфель World Liberty Financial;Покупать
GRAM;28;1,4269 USD;+0,91%;4,01 B USD;118,12 M USD;2,81 B;0,0294;0,03%;Сеть уровня 1;Нейтрально
TAO;29;319,51 USD;+14,95%;3,69 B USD;707,73 M USD;11,54 M;0,1920;0,90%;Распред. вычисления и хранение, Оракулы, Управление данными и ИИ, DAO, Сеть уровня 1, DePIN;Активно покупать
SHIB;30;0,60598e-5 USD;+6,23%;3,57 B USD;240,01 M USD;589,24 T;0,0672;0,26%;Мемы, Криптовалюты, Мемы с животными;Покупать
USDG;31;1,0000 USD;+0,00%;3,27 B USD;863,23 M USD;3,27 B;0,2641;0,03%;Стейблкоины, Обеспеченные стейблкоины;Активно покупать
CRO;32;0,065599 USD;+4,24%;3,26 B USD;21,42 M USD;49,74 B;0,0066;0,41%;Платформы смарт-контрактов, Централизованные биржи, Платежи, Сеть уровня 1, Биржевые токены;Покупать
M;33;1,3410 USD;−12,93%;3,05 B USD;3,52 M USD;2,28 B;0,0012;0,00%;Мемы, Сеть уровня 1;Покупать
PYUSD;34;0,99966 USD;−0,01%;2,82 B USD;84,93 M USD;2,82 B;0,0301;0,01%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Покупать
XAUT;35;4 319,89 USD;−0,78%;2,69 B USD;236,49 M USD;622,82 K;0,0879;0,02%;Real-world assets (RWA);Активно продавать
OKB;36;122,70 USD;+1,11%;2,58 B USD;71,15 M USD;21 M;0,0276;0,15%;Сеть уровня 1, Сделано в Китае;Покупать
RLUSD;37;0,99999 USD;+0,00%;2,44 B USD;500,33 M USD;2,44 B;0,2047;0,02%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Продавать
AAVE;38;141,22 USD;−1,07%;2,18 B USD;421,74 M USD;15,43 M;0,1936;0,12%;Займы и кредиты, DeFi, DAO, Сделано в США, Портфель World Liberty Financial;Покупать
ENA;39;0,21023 USD;−4,50%;2,12 B USD;729,72 M USD;10,1 B;0,3438;0,22%;DeFi, Портфель World Liberty Financial;Покупать
PUMP;40;0,0045405 USD;+2,42%;2,12 B USD;205,51 M USD;467,15 B;0,0969;3,07%;—;Активно покупать
MNT;41;0,64445 USD;+3,31%;2,13 B USD;65,38 M USD;3,3 B;0,0307;0,02%;Масштабирование, DeFi, DAO, Сделано в Китае;Покупать
PEPE;42;0,49919e-5 USD;+20,20%;2,07 B USD;1,43 B USD;413,77 T;0,6922;0,68%;Мемы;Активно покупать
ONDO;43;0,43272 USD;−1,50%;2,11 B USD;351,49 M USD;4,87 B;0,1668;0,16%;Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial;Покупать
DOT;44;1,1696 USD;−0,77%;1,99 B USD;238,51 M USD;1,7 B;0,1197;0,17%;Платформы смарт-контрактов, Сеть уровня 1;Покупать
ASTER;45;0,72294 USD;−4,06%;1,96 B USD;187,32 M USD;2,7 B;0,0958;0,11%;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Сделано в Китае, Бессрочные контракты;Нейтрально
PAXG;46;4 318,32 USD;−0,67%;1,88 B USD;236,21 M USD;434,5 K;0,1259;0,02%;Real-world assets (RWA);Активно продавать
WLFI;47;0,057121 USD;−2,01%;1,82 B USD;92,62 M USD;31,78 B;0,0510;0,06%;DeFi, Сделано в США;Продавать
WLD;48;0,44741 USD;−0,57%;1,63 B USD;386,35 M USD;3,65 B;0,2368;0,08%;Личные данные, Сделано в США;Покупать
ICP;49;2,9431 USD;−0,84%;1,64 B USD;96,93 M USD;556,9 M;0,0591;0,24%;Платформы смарт-контрактов, Управление данными и ИИ, DeFi, Сеть уровня 1, DePIN;Покупать
SKY;50;0,067680 USD;−5,13%;1,59 B USD;25,71 M USD;23,43 B;0,0162;0,01%;Криптовалюты, Займы и кредиты, DeFi, DAO, Real-world assets (RWA);Покупать
VVV;51;31,308 USD;−7,32%;1,52 B USD;122,45 M USD;48,4 M;0,0808;0,21%;Управление данными и ИИ, Сделано в США;Покупать
USDD;52;0,99838 USD;−0,13%;1,52 B USD;9,44 M USD;1,52 B;0,0062;0,02%;Стейблкоины, Обеспеченные стейблкоины, Алгоритмические стейблкоины, Сделано в Китае;Активно продавать
ARB;53;0,21843 USD;−0,64%;1,48 B USD;542,99 M USD;6,79 B;0,3663;0,27%;Масштабирование, Web3, DAO;Покупать
BGB;54;2,1018 USD;+2,88%;1,47 B USD;24,94 M USD;698,07 M;0,0170;0,00%;Централизованные биржи, Биржевые токены, Сделано в Китае;Покупать
U;55;0,99949 USD;−0,05%;1,41 B USD;276,38 M USD;1,41 B;0,1956;—;Стейблкоины, Обеспеченные стейблкоины;Продавать
ETC;56;8,7531 USD;+1,06%;1,39 B USD;76,09 M USD;158,25 M;0,0549;0,03%;Платформы смарт-контрактов, Сеть уровня 1;Покупать
MORPHO;57;2,6023 USD;−5,94%;1,37 B USD;42,6 M USD;528,15 M;0,0310;0,05%;Займы и кредиты, DeFi;Покупать
LIT;58;4,7758 USD;−4,79%;1,19 B USD;85,71 M USD;250 M;0,0718;—;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Покупать
KAS;59;0,042821 USD;+5,59%;1,19 B USD;33,5 M USD;27,71 B;0,0282;0,72%;Криптовалюты, Сеть уровня 1, Сделано в США;Покупать
POL;60;0,10943 USD;−0,16%;1,17 B USD;188,45 M USD;10,72 B;0,1607;0,06%;Масштабирование;Покупать
GT;61;10,807 USD;−0,32%;1,15 B USD;7,39 M USD;106,64 M;0,0064;0,03%;Централизованные биржи, Биржевые токены, Сделано в Китае;Покупать
KCS;62;7,3640 USD;+1,92%;1,01 B USD;42,95 M USD;137,16 M;0,0425;0,00%;Централизованные биржи, Биржевые токены, Сделано в Китае;Покупать
ALGO;63;0,11043 USD;−0,95%;998,6 M USD;108,72 M USD;9,04 B;0,1089;0,10%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), ISO 20022;Покупать
PI;64;0,088969 USD;+0,29%;1 B USD;10,72 M USD;11,24 B;0,0107;—;Сеть уровня 1;Продавать
JUP;65;0,29712 USD;−3,12%;986,25 M USD;80,15 M USD;3,32 B;0,0813;0,14%;Децентрализованные биржи, Деривативы, Интероперабельность, DeFi, Биржевые токены, Бессрочные контракты;Покупать
JST;66;0,11614 USD;+3,15%;951,04 M USD;46,82 M USD;8,19 B;0,0492;0,01%;DeFi;Покупать
CAKE;67;2,5087 USD;−0,94%;950,97 M USD;87,83 M USD;379,07 M;0,0924;0,12%;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Покупать
ATOM;68;1,7753 USD;−0,30%;944,22 M USD;57,04 M USD;531,87 M;0,0604;0,07%;Платформы смарт-контрактов, Интероперабельность, Сеть уровня 1;Покупать
RENDER;69;1,8186 USD;+1,71%;943,45 M USD;96,34 M USD;518,78 M;0,1021;0,10%;Игры, Распред. вычисления и хранение, Управление данными и ИИ, NFT и коллекционные, Масштабирование, Соцсети и контент, Метавселенная, Web3, DePIN, Сделано в США;Покупать
FIL;70;0,97655 USD;−1,38%;811,24 M USD;247,5 M USD;830,72 M;0,3051;0,12%;Распред. вычисления и хранение, Управление данными и ИИ, Web3, Сеть уровня 1, DePIN, Сделано в США;Покупать
QNT;71;67,481 USD;+1,48%;814,68 M USD;12,65 M USD;12,07 M;0,0155;0,12%;Интероперабельность, Real-world assets (RWA), ISO 20022;Покупать
VET;72;0,0090680 USD;+4,48%;779,71 M USD;28,81 M USD;85,99 B;0,0369;0,19%;Платформы смарт-контрактов, Интернет вещей, Логистика, Сеть уровня 1, Real-world assets (RWA), Сделано в Китае;Покупать
INJ;73;7,6677 USD;−1,34%;766,55 M USD;178,88 M USD;99,97 M;0,2334;0,47%;Платформы смарт-контрактов, Управление данными и ИИ, Интероперабельность, DeFi, Web3, Сеть уровня 1, Сделано в США, Real-world assets (RWA);Покупать
DASH;74;59,008 USD;−0,14%;757,81 M USD;156,32 M USD;12,84 M;0,2063;0,11%;Приватные, Криптовалюты, DAO, Сделано в США;Покупать
AERO;75;0,70740 USD;+3,77%;702,21 M USD;65,94 M USD;992,66 M;0,0939;0,08%;Децентрализованные биржи, DeFi, Сделано в США;Покупать
APT;76;0,76566 USD;−0,39%;666,6 M USD;191,82 M USD;870,62 M;0,2878;0,08%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США;Покупать
ETHFI;77;0,69662 USD;−7,15%;672,48 M USD;61,08 M USD;965,35 M;0,0908;0,04%;DeFi;Покупать
XDC;78;0,031333 USD;+8,19%;672,96 M USD;13,58 M USD;21,48 B;0,0202;0,04%;Платформы смарт-контрактов, Корпоративные решения, Сеть уровня 1, Real-world assets (RWA), ISO 20022;Активно покупать
STABLE;79;0,024690 USD;−5,68%;655,33 M USD;10,73 M USD;26,54 B;0,0164;—;Корпоративные решения, Платежи, Сеть уровня 1;Продавать
STX;80;0,34339 USD;+3,73%;623,12 M USD;40,93 M USD;1,81 B;0,0657;0,16%;Платформы смарт-контрактов, Игры, NFT и коллекционные, DeFi, Метавселенная, Web3, Сделано в США;Покупать
TRUMP;81;2,1496 USD;+0,66%;605,9 M USD;491,07 M USD;281,87 M;0,8105;0,17%;Мемы, Сделано в США;Покупать
FLR;82;0,0068472 USD;+0,74%;594,84 M USD;4,56 M USD;86,87 B;0,0077;0,01%;Инструменты разработки, Интероперабельность, Сеть уровня 1, ISO 20022;Покупать
PENGU;83;0,0091266 USD;+11,02%;573,7 M USD;362,11 M USD;62,86 B;0,6312;0,13%;Мемы, NFT и коллекционные, Сделано в США, Мемы с животными;Активно покупать
NEXO;84;0,86532 USD;+1,48%;559,12 M USD;11,93 M USD;646,15 M;0,0213;0,00%;Займы и кредиты, Платежи;Покупать
CRV;85;0,35492 USD;−0,24%;553,86 M USD;92,89 M USD;1,56 B;0,1677;0,07%;Децентрализованные биржи, DeFi, DAO, Биржевые токены;Покупать
PIEVERSE;86;1,8129 USD;+0,76%;535,44 M USD;361,09 M USD;295,35 M;0,6744;—;Платежи;Покупать
BIANRENSHENG;87;0,50593 USD;−0,94%;505,93 M USD;4,1 M USD;1 B;0,0081;—;Мемы;Покупать
PYTH;88;0,062691 USD;−1,73%;493,69 M USD;29,47 M USD;7,87 B;0,0597;0,04%;Оракулы, Интероперабельность;Покупать
TUSD;89;0,99958 USD;−0,02%;494,31 M USD;27,98 M USD;494,52 M;0,0566;0,00%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Покупать
SPX;90;0,52528 USD;+3,73%;489,03 M USD;22,47 M USD;930,99 M;0,0459;0,25%;Мемы;Покупать
RAY;91;1,7743 USD;+3,38%;478,6 M USD;93,97 M USD;269,74 M;0,1963;0,78%;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Покупать
VIRTUAL;92;0,71691 USD;+3,02%;472,43 M USD;132,71 M USD;658,99 M;0,2809;0,09%;Игры, Управление данными и ИИ, Метавселенная;Покупать
FET;93;0,20954 USD;+9,96%;484,35 M USD;251,61 M USD;2,31 B;0,5195;0,14%;Управление данными и ИИ, Интероперабельность, Сеть уровня 1;Активно покупать
SEI;94;0,061352 USD;+6,68%;465,04 M USD;213,53 M USD;7,58 B;0,4592;0,14%;Инструменты разработки, Сеть уровня 1, Сделано в США, Портфель World Liberty Financial;Покупать
EURC;95;1,1448 USD;−0,25%;451,7 M USD;79,94 M USD;394,57 M;0,1770;0,01%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Продавать
ZRO;96;1,1797 USD;−2,27%;444,3 M USD;82,99 M USD;376,62 M;0,1868;0,09%;Интероперабельность;Покупать
P;97;0,62657 USD;+2,82%;429,24 M USD;82,64 M USD;685,06 M;0,1925;—;—;Покупать
PENDLE;98;2,4436 USD;−9,86%;424,17 M USD;71,73 M USD;173,59 M;0,1691;0,06%;Соцсети и контент, DeFi, Web3, Real-world assets (RWA);Покупать
TIA;99;0,44196 USD;+2,05%;406,57 M USD;42,85 M USD;919,93 M;0,1054;0,45%;Инструменты разработки, Масштабирование, Сеть уровня 1;Покупать
FF;100;0,12755 USD;−0,62%;400,51 M USD;29,04 M USD;3,14 B;0,0725;0,02%;—;Покупать
NIGHT;101;0,023619 USD;−2,49%;392,25 M USD;24,86 M USD;16,61 B;0,0634;—;Приватные;Покупать
BSV;102;19,122 USD;+8,61%;384,1 M USD;23,86 M USD;20,09 M;0,0621;0,03%;Криптовалюты, Масштабирование;Активно покупать
XTZ;103;0,33783 USD;−2,01%;370,53 M USD;15,72 M USD;1,1 B;0,0424;0,33%;Приватные, Платформы смарт-контрактов, Сеть уровня 1, Сделано в США;Покупать
BTT;104;0,36468e-6 USD;+8,88%;359,95 M USD;12,54 M USD;987,04 T;0,0348;0,02%;Распред. вычисления и хранение, Web3, DePIN;Активно покупать
LDO;105;0,41782 USD;−4,91%;348,53 M USD;74,81 M USD;834,15 M;0,2146;0,03%;Деривативы, DeFi, DAO;Покупать
SUN;106;0,017466 USD;+1,75%;335,73 M USD;23,38 M USD;19,22 B;0,0696;0,00%;Платежи, DeFi, Сделано в Китае;Покупать
FDUSD;107;0,99889 USD;−0,07%;324,68 M USD;468,32 M USD;325,04 M;1,4424;0,01%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Покупать
DCR;108;18,058 USD;+1,42%;318,08 M USD;1,41 M USD;17,61 M;0,0044;0,01%;Приватные, Криптовалюты, DAO, Сеть уровня 1, Сделано в США;Покупать
STRK;109;0,042708 USD;−11,79%;313,93 M USD;84,36 M USD;7,35 B;0,2687;0,52%;Приватные, Платформы смарт-контрактов, Масштабирование, Web3;Покупать
KITE;110;0,12872 USD;+8,61%;322,98 M USD;18,14 M USD;2,51 B;0,0562;—;Управление данными и ИИ, Web3, Сеть уровня 1;Покупать
BONK;111;0,34647e-5 USD;+9,09%;304,87 M USD;141,97 M USD;87,99 T;0,4657;0,11%;Мемы, Сделано в США, Мемы с животными;Покупать
GNO;112;116,74 USD;−0,80%;308,14 M USD;1,17 M USD;2,64 M;0,0038;0,00%;Рынки предсказаний, DeFi, Сеть уровня 1, Биржевые токены;Покупать
IMX;113;0,15040 USD;+3,72%;300,8 M USD;14,17 M USD;2 B;0,0471;0,07%;Инструменты разработки, Игры, NFT и коллекционные, Масштабирование, Торговая площадка;Покупать
LUNC;114;0,000054477 USD;−1,51%;300,23 M USD;20,02 M USD;5,51 T;0,0667;0,14%;Платформы смарт-контрактов, Платежи, Сеть уровня 1;Нейтрально
MON;115;0,025461 USD;+0,64%;301,08 M USD;33,67 M USD;11,83 B;0,1118;—;Платформы смарт-контрактов, DeFi, Сеть уровня 1;Покупать
USELESS;116;0,29306 USD;+11,07%;292,79 M USD;87,88 M USD;999,08 M;0,3002;0,04%;Мемы;Активно покупать
OP;117;0,12466 USD;−2,56%;286,67 M USD;139,26 M USD;2,3 B;0,4858;0,05%;Масштабирование, Сделано в США;Покупать
FLOKI;118;0,000029800 USD;+10,12%;283,83 M USD;91,59 M USD;9,52 T;0,3227;0,15%;Мемы, Игры, Метавселенная, Мемы с животными;Активно покупать
AR;119;4,3103 USD;−12,02%;282,98 M USD;50,24 M USD;65,65 M;0,1775;0,12%;Распред. вычисления и хранение, Web3, Сеть уровня 1, DePIN;Покупать
ENS;120;6,6337 USD;+0,06%;279,78 M USD;37,59 M USD;42,18 M;0,1344;0,01%;Личные данные, Web3, DAO;Покупать
CFX;121;0,053034 USD;−1,52%;277,98 M USD;16,26 M USD;5,24 B;0,0585;0,01%;Платформы смарт-контрактов, Интероперабельность, DeFi, Web3, Сеть уровня 1, Сделано в Китае;Покупать
JTO;122;0,50491 USD;−0,55%;264,64 M USD;48,48 M USD;524,13 M;0,1832;0,04%;Деривативы, DeFi, DAO;Нейтрально
XPL;123;0,095418 USD;−0,39%;265,05 M USD;167,92 M USD;2,78 B;0,6335;0,06%;Платежи, Сеть уровня 1;Покупать
SYRUP;124;0,21977 USD;−5,67%;261,75 M USD;14,06 M USD;1,19 B;0,0537;0,02%;DeFi, DAO, Real-world assets (RWA);Покупать
GRT;125;0,023630 USD;+1,46%;258,54 M USD;28,52 M USD;10,94 B;0,1103;0,03%;Управление данными и ИИ, Корпоративные решения, Web3, Сделано в США;Покупать
WIF;126;0,25479 USD;+22,23%;254,49 M USD;149,85 M USD;998,84 M;0,5888;0,12%;Мемы, Мемы с животными;Активно покупать
TWT;127;0,57955 USD;−1,88%;249,13 M USD;8,71 M USD;429,86 M;0,0350;0,01%;Платежи;Покупать
NFT;128;0,23867e-6 USD;−1,28%;236,31 M USD;12 M USD;990,11 T;0,0508;0,00%;NFT и коллекционные, Торговая площадка;Продавать
ZAMA;129;0,092096 USD;−4,66%;226,87 M USD;184,38 M USD;2,46 B;0,8127;—;Приватные, Интероперабельность;Покупать
COMP;130;22,467 USD;+0,44%;224,67 M USD;24,57 M USD;10 M;0,1093;0,03%;Займы и кредиты, DeFi, DAO, Сделано в США;Покупать
THETA;131;0,22117 USD;+0,28%;221,17 M USD;8,31 M USD;1 B;0,0376;0,03%;Платформы смарт-контрактов, Распред. вычисления и хранение, Управление данными и ИИ, Корпоративные решения, Соцсети и контент, Web3, Сеть уровня 1, DePIN, Сделано в США;Покупать
IOTA;132;0,047487 USD;−0,80%;220,93 M USD;9,22 M USD;4,65 B;0,0417;0,01%;Сеть уровня 1, Real-world assets (RWA), ISO 20022;Покупать
EIGEN;133;0,23737 USD;−0,52%;219,64 M USD;32,13 M USD;925,29 M;0,1463;0,03%;Сделано в США;Покупать
JASMY;134;0,0044097 USD;+3,78%;218,04 M USD;13,28 M USD;49,44 B;0,0609;0,05%;Интернет вещей;Покупать
RUNE;135;0,64406 USD;+9,32%;211,66 M USD;14,75 M USD;328,64 M;0,0697;0,07%;Децентрализованные биржи, DeFi, Сеть уровня 1, Биржевые токены;Покупать
