Инструмент;Рейтинг;Цена;Изм. %24ч;Рын. кап.;Объём USD 24ч;Циркул. предложение;Объём / Рын. капитализ.;Доминация в соцсетях %;Категория;Тех. рейтинг
ETC;54;7,1563 USD;−3,49%;1,13 B USD;40,72 M USD;158,18 M;0,0360;0,02%;Платформы смарт-контрактов, Сеть уровня 1;Продавать
MORPHO;55;2,0760 USD;−3,08%;1,08 B USD;21,4 M USD;518,57 M;0,0199;0,02%;Займы и кредиты, DeFi;Продавать
VVV;56;22,306 USD;+1,07%;1,08 B USD;36,42 M USD;48,26 M;0,0338;0,12%;Управление данными и ИИ, Сделано в США;Активно покупать
LIT;57;4,2637 USD;−4,38%;1,07 B USD;95,02 M USD;250 M;0,0891;—;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Покупать
ARB;58;0,15535 USD;+16,55%;1,04 B USD;547,3 M USD;6,68 B;0,5275;0,20%;Масштабирование, Web3, DAO;Покупать
POL;59;0,092482 USD;−4,00%;990,97 M USD;119,09 M USD;10,72 B;0,1202;0,03%;Масштабирование;Продавать
GT;60;9,0516 USD;−2,05%;965,17 M USD;4,84 M USD;106,63 M;0,0050;0,03%;Централизованные биржи, Биржевые токены, Сделано в Китае;Покупать
JST;61;0,11587 USD;+0,74%;948,83 M USD;28,81 M USD;8,19 B;0,0304;0,02%;DeFi;Покупать
PI;62;0,083856 USD;−13,05%;939 M USD;14,11 M USD;11,2 B;0,0150;—;Сеть уровня 1;Активно продавать
KCS;63;6,7826 USD;−1,59%;930,27 M USD;4,08 M USD;137,16 M;0,0044;0,00%;Централизованные биржи, Биржевые токены, Сделано в Китае;Продавать
KAS;64;0,032000 USD;−5,34%;886,5 M USD;13,09 M USD;27,7 B;0,0148;0,63%;Криптовалюты, Сеть уровня 1, Сделано в США;Нейтрально
ALGO;65;0,087957 USD;−6,92%;795,27 M USD;72,93 M USD;9,04 B;0,0917;0,06%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), ISO 20022;Продавать
ATOM;66;1,4844 USD;−7,60%;787,85 M USD;34,67 M USD;530,75 M;0,0440;0,05%;Платформы смарт-контрактов, Интероперабельность, Сеть уровня 1;Продавать
QNT;67;59,488 USD;−5,92%;718,18 M USD;6,57 M USD;12,07 M;0,0092;0,09%;Интероперабельность, Real-world assets (RWA), ISO 20022;Активно продавать
STABLE;68;0,026804 USD;−3,60%;706,68 M USD;9,52 M USD;26,36 B;0,0135;—;Корпоративные решения, Платежи, Сеть уровня 1;Продавать
JUP;69;0,21019 USD;−9,98%;697,7 M USD;49,87 M USD;3,32 B;0,0715;0,06%;Децентрализованные биржи, Деривативы, Интероперабельность, DeFi, Биржевые токены, Бессрочные контракты;Продавать
CAKE;70;2,1694 USD;−4,90%;692,97 M USD;46,64 M USD;319,43 M;0,0673;0,11%;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Покупать
RENDER;71;1,2933 USD;−5,39%;670,93 M USD;24,52 M USD;518,78 M;0,0365;0,04%;Игры, Распред. вычисления и хранение, Управление данными и ИИ, NFT и коллекционные, Масштабирование, Соцсети и контент, Метавселенная, Web3, DePIN, Сделано в США;Активно продавать
FIL;72;0,81099 USD;−8,81%;671,35 M USD;170,78 M USD;827,81 M;0,2544;0,17%;Распред. вычисления и хранение, Управление данными и ИИ, Web3, Сеть уровня 1, DePIN, Сделано в США;Покупать
DASH;73;51,918 USD;−2,71%;666,16 M USD;93,25 M USD;12,83 M;0,1400;0,07%;Приватные, Криптовалюты, DAO, Сделано в США;Покупать
VET;74;0,0071407 USD;−3,40%;613,99 M USD;22,49 M USD;85,99 B;0,0366;0,18%;Платформы смарт-контрактов, Интернет вещей, Логистика, Сеть уровня 1, Real-world assets (RWA), Сделано в Китае;Покупать
XDC;75;0,027280 USD;−5,14%;585,87 M USD;13,18 M USD;21,48 B;0,0225;0,03%;Платформы смарт-контрактов, Корпоративные решения, Сеть уровня 1, Real-world assets (RWA), ISO 20022;Активно продавать
ETHFI;76;0,58322 USD;−4,69%;563,01 M USD;40,97 M USD;965,35 M;0,0728;0,05%;DeFi;Нейтрально
FLR;77;0,0062721 USD;−3,76%;545,49 M USD;5,62 M USD;86,97 B;0,0103;0,01%;Инструменты разработки, Интероперабельность, Сеть уровня 1, ISO 20022;Активно продавать
INJ;78;5,3458 USD;−10,60%;534,42 M USD;107,87 M USD;99,97 M;0,2018;0,20%;Платформы смарт-контрактов, Управление данными и ИИ, Интероперабельность, DeFi, Web3, Сеть уровня 1, Сделано в США, Real-world assets (RWA);Нейтрально
AERO;79;0,53164 USD;−2,76%;525,63 M USD;30,04 M USD;988,7 M;0,0571;0,07%;Децентрализованные биржи, DeFi, Сделано в США;Покупать
NEXO;80;0,79213 USD;−1,51%;511,83 M USD;6,8 M USD;646,15 M;0,0133;0,01%;Займы и кредиты, Платежи;Продавать
TRUMP;81;1,8702 USD;−5,15%;510,82 M USD;271,75 M USD;273,14 M;0,5320;0,33%;Мемы, Сделано в США;Продавать
TUSD;82;0,99888 USD;−0,06%;493,96 M USD;22,76 M USD;494,52 M;0,0461;0,00%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Нейтрально
CRV;83;0,31429 USD;−8,47%;489,11 M USD;59,09 M USD;1,56 B;0,1208;0,06%;Децентрализованные биржи, DeFi, DAO, Биржевые токены;Нейтрально
BIANRENSHENG;84;0,47863 USD;+1,02%;478,63 M USD;3,35 M USD;1 B;0,0070;—;Мемы;Продавать
APT;85;0,53159 USD;−8,88%;462,66 M USD;67,25 M USD;870,33 M;0,1453;0,04%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США;Активно продавать
EURC;86;1,1536 USD;+0,03%;455,17 M USD;69,56 M USD;394,57 M;0,1528;0,01%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Продавать
FF;87;0,13745 USD;−5,27%;431,59 M USD;66,92 M USD;3,14 B;0,1551;0,04%;—;Покупать
SPX;88;0,46389 USD;−5,27%;431,88 M USD;8,34 M USD;930,99 M;0,0193;0,25%;Мемы;Нейтрально
STX;89;0,23551 USD;−9,55%;427,36 M USD;21,47 M USD;1,81 B;0,0502;0,11%;Платформы смарт-контрактов, Игры, NFT и коллекционные, DeFi, Метавселенная, Web3, Сделано в США;Нейтрально
PENGU;90;0,0067951 USD;−3,86%;427,14 M USD;140,77 M USD;62,86 B;0,3296;0,14%;Мемы, NFT и коллекционные, Сделано в США, Мемы с животными;Продавать
PYTH;91;0,052531 USD;−3,59%;413,68 M USD;19,54 M USD;7,87 B;0,0472;0,03%;Оракулы, Интероперабельность;Покупать
P;92;0,58802 USD;−4,65%;404,34 M USD;118,17 M USD;687,64 M;0,2923;—;—;Покупать
VIRTUAL;93;0,58493 USD;−3,32%;385,46 M USD;73,86 M USD;658,99 M;0,1916;0,04%;Игры, Управление данными и ИИ, Метавселенная;Продавать
PENDLE;94;2,2120 USD;−6,11%;383,74 M USD;46,67 M USD;173,48 M;0,1216;0,08%;Соцсети и контент, DeFi, Web3, Real-world assets (RWA);Покупать
ZRO;95;0,95279 USD;+0,09%;356,69 M USD;52,93 M USD;374,37 M;0,1484;0,11%;Интероперабельность;Продавать
RAY;96;1,2989 USD;−5,80%;350,36 M USD;50,23 M USD;269,74 M;0,1434;0,62%;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Покупать
FET;97;0,15013 USD;−5,27%;347,04 M USD;147,12 M USD;2,31 B;0,4239;0,06%;Управление данными и ИИ, Интероперабельность, Сеть уровня 1;Активно продавать
PIEVERSE;98;1,1625 USD;+0,96%;337,53 M USD;21,73 M USD;290,35 M;0,0644;—;Платежи;Покупать
NIGHT;99;0,019864 USD;−1,93%;329,89 M USD;10,58 M USD;16,61 B;0,0321;—;Приватные;Продавать
FDUSD;100;0,99798 USD;−0,06%;325,68 M USD;271,71 M USD;326,34 M;0,8343;0,00%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Продавать
BSV;101;15,945 USD;−4,79%;320,24 M USD;13,45 M USD;20,08 M;0,0420;0,03%;Криптовалюты, Масштабирование;Нейтрально
SUN;102;0,016601 USD;−1,91%;319,11 M USD;17,8 M USD;19,22 B;0,0558;0,00%;Платежи, DeFi, Сделано в Китае;Продавать
SEI;103;0,041814 USD;−4,62%;316,94 M USD;43,54 M USD;7,58 B;0,1374;0,06%;Инструменты разработки, Сеть уровня 1, Сделано в США, Портфель World Liberty Financial;Активно продавать
BTT;104;0,31436e-6 USD;−3,70%;310,29 M USD;7,99 M USD;987,04 T;0,0258;0,03%;Распред. вычисления и хранение, Web3, DePIN;Покупать
GNO;105;112,33 USD;−1,86%;296,5 M USD;802,1 K USD;2,64 M;0,0027;0,01%;Рынки предсказаний, DeFi, Сеть уровня 1, Биржевые токены;Продавать
TIA;106;0,32541 USD;−6,17%;299,36 M USD;31,88 M USD;919,93 M;0,1065;0,44%;Инструменты разработки, Масштабирование, Сеть уровня 1;Активно продавать
LDO;107;0,33263 USD;−6,52%;277,46 M USD;55,77 M USD;834,15 M;0,2010;0,03%;Деривативы, DeFi, DAO;Продавать
XTZ;108;0,24435 USD;−6,49%;267,88 M USD;9,38 M USD;1,1 B;0,0350;0,49%;Приватные, Платформы смарт-контрактов, Сеть уровня 1, Сделано в США;Нейтрально
DCR;109;15,080 USD;−9,19%;265,49 M USD;2,16 M USD;17,61 M;0,0081;0,01%;Приватные, Криптовалюты, DAO, Сеть уровня 1, Сделано в США;Нейтрально
LUNC;110;0,000047724 USD;−4,39%;263,17 M USD;12,19 M USD;5,51 T;0,0463;0,13%;Платформы смарт-контрактов, Платежи, Сеть уровня 1;Активно продавать
MON;111;0,022214 USD;−0,74%;262,68 M USD;19,17 M USD;11,83 B;0,0730;—;Платформы смарт-контрактов, DeFi, Сеть уровня 1;Продавать
KITE;112;0,099980 USD;−6,46%;250,86 M USD;14,18 M USD;2,51 B;0,0565;—;Управление данными и ИИ, Web3, Сеть уровня 1;Продавать
USELESS;113;0,24641 USD;+22,61%;246,18 M USD;43,44 M USD;999,08 M;0,1764;0,06%;Мемы;Активно покупать
SYRUP;114;0,19765 USD;−4,40%;235,4 M USD;8,22 M USD;1,19 B;0,0349;0,01%;DeFi, DAO, Real-world assets (RWA);Продавать
IMX;115;0,11640 USD;−5,02%;232,8 M USD;8,22 M USD;2 B;0,0353;0,06%;Инструменты разработки, Игры, NFT и коллекционные, Масштабирование, Торговая площадка;Активно продавать
CFX;116;0,044346 USD;−5,23%;232,37 M USD;7,45 M USD;5,24 B;0,0321;0,00%;Платформы смарт-контрактов, Интероперабельность, DeFi, Web3, Сеть уровня 1, Сделано в Китае;Активно продавать
NFT;117;0,2401e-6 USD;+2,00%;237,72 M USD;10,36 M USD;990,11 T;0,0436;0,00%;NFT и коллекционные, Торговая площадка;Продавать
XPL;118;0,081150 USD;−1,28%;225,42 M USD;67,92 M USD;2,78 B;0,3013;0,04%;Платежи, Сеть уровня 1;Продавать
ENS;119;5,3069 USD;−5,93%;223,82 M USD;14,32 M USD;42,18 M;0,0640;0,01%;Личные данные, Web3, DAO;Продавать
BONK;120;0,2532e-5 USD;−5,17%;222,8 M USD;43,16 M USD;87,99 T;0,1937;0,11%;Мемы, Сделано в США, Мемы с животными;Активно продавать
FLOKI;121;0,000023146 USD;−4,63%;220,45 M USD;30,16 M USD;9,52 T;0,1368;0,16%;Мемы, Игры, Метавселенная, Мемы с животными;Активно продавать
TWT;122;0,50477 USD;−5,08%;216,98 M USD;5,97 M USD;429,86 M;0,0275;0,01%;Платежи;Нейтрально
JTO;123;0,41211 USD;−8,24%;215,08 M USD;31,89 M USD;521,91 M;0,1483;0,01%;Деривативы, DeFi, DAO;Продавать
OP;124;0,092112 USD;−7,05%;211,82 M USD;81,67 M USD;2,3 B;0,3856;0,03%;Масштабирование, Сделано в США;Активно продавать
EDGE;125;0,60312 USD;+1,95%;211,09 M USD;7,57 M USD;350 M;0,0359;—;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Покупать
B;126;0,19774 USD;−7,68%;197,74 M USD;7,74 M USD;1 B;0,0392;0,01%;Мемы, Портфель World Liberty Financial;Покупать
STRK;127;0,026724 USD;−4,94%;196,44 M USD;26,32 M USD;7,35 B;0,1340;0,60%;Приватные, Платформы смарт-контрактов, Масштабирование, Web3;Продавать
LSK;128;0,52620 USD;+27,58%;196,07 M USD;209,52 M USD;372,62 M;1,0686;0,27%;Инструменты разработки, DePIN, Real-world assets (RWA);Активно покупать
GRT;129;0,017222 USD;−3,77%;188,43 M USD;14,65 M USD;10,94 B;0,0777;0,01%;Управление данными и ИИ, Корпоративные решения, Web3, Сделано в США;Продавать
COMP;130;18,707 USD;−3,55%;187,07 M USD;12,22 M USD;10 M;0,0653;0,03%;Займы и кредиты, DeFi, DAO, Сделано в США;Продавать
CVX;131;1,8541 USD;−6,35%;184,78 M USD;8,92 M USD;99,66 M;0,0483;0,09%;DeFi;Продавать
JASMY;132;0,0036261 USD;−4,72%;179,29 M USD;8,76 M USD;49,44 B;0,0488;0,03%;Интернет вещей;Продавать
THETA;133;0,17871 USD;−4,10%;178,71 M USD;5,61 M USD;1 B;0,0314;0,01%;Платформы смарт-контрактов, Распред. вычисления и хранение, Управление данными и ИИ, Корпоративные решения, Соцсети и контент, Web3, Сеть уровня 1, DePIN, Сделано в США;Нейтрально
IOTA;134;0,038393 USD;−9,51%;178,45 M USD;9,64 M USD;4,65 B;0,0540;0,01%;Сеть уровня 1, Real-world assets (RWA), ISO 20022;Продавать
WIF;135;0,17820 USD;−0,92%;177,99 M USD;68,12 M USD;998,84 M;0,3827;0,11%;Мемы, Мемы с животными;Продавать
