Инструмент;Рейтинг;Цена;Изм. %24ч;Рын. кап.;Объём USD 24ч;Циркул. предложение;Объём / Рын. капитализ.;Доминация в соцсетях %;Категория;Тех. рейтинг
DOGE;11;0,096156 USD;+4,22%;15,01 B USD;1,47 B USD;156,05 B;0,0977;0,95%;Мемы, Криптовалюты, Сеть уровня 1, Сделано в США, Мемы с животными;Покупать
XMR;12;557,11 USD;+1,33%;10,48 B USD;120,89 M USD;18,81 M;0,0115;0,17%;Приватные, Криптовалюты, Сеть уровня 1;Покупать
LINK;13;12,956 USD;+5,64%;9,69 B USD;425,89 M USD;748,1 M;0,0439;0,75%;Приватные, Криптовалюты, Платформы смарт-контрактов, Инструменты разработки, Оракулы, Рынки предсказаний, Интернет вещей, Управление данными и ИИ, Личные данные, NFT и коллекционные, Займы и кредиты, Управление активами, Деривативы, Страхование, Интероперабельность, Масштабирование, Корпоративные решения, Платежи, Энергетика, DeFi, Аналитика, Метавселенная, Кибербезопасность, Электронная коммерция, Спорт, Услуги в сфере недвижимости, Web3, DePIN, Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial, ISO 20022;Покупать
ADA;14;0,24788 USD;+3,92%;9,11 B USD;584,62 M USD;36,77 B;0,0641;0,97%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, ISO 20022;Покупать
LEO;15;8,9037 USD;−0,99%;8,19 B USD;349,47 K USD;919,86 M;0,0000;0,00%;Централизованные биржи, Платежи, Биржевые токены;Активно продавать
XLM;16;0,21130 USD;+4,20%;7,38 B USD;290,75 M USD;34,94 B;0,0394;0,16%;Криптовалюты, Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), Биржевые токены, ISO 20022;Покупать
BCH;17;338,39 USD;−3,37%;6,8 B USD;616,47 M USD;20,09 M;0,0907;0,30%;Криптовалюты, Сеть уровня 1, Сделано в США;Покупать
NEAR;18;4,6892 USD;+7,50%;6,13 B USD;1,79 B USD;1,31 B;0,2913;0,81%;Платформы смарт-контрактов, Управление данными и ИИ, Интероперабельность, Сеть уровня 1, Сделано в США;Покупать
UNI;19;9,2721 USD;+0,74%;5,75 B USD;1,12 B USD;620,59 M;0,1947;0,36%;Децентрализованные биржи, DeFi, DAO, Сделано в США, Биржевые токены;Покупать
LTC;20;73,708 USD;+21,88%;5,72 B USD;1,51 B USD;77,65 M;0,2633;0,74%;Приватные, Криптовалюты, Сеть уровня 1, Сделано в США;Активно покупать
USDE;21;0,99996 USD;+0,01%;4,9 B USD;44,37 M USD;4,9 B;0,0091;0,07%;Стейблкоины, Обеспеченные стейблкоины;Активно покупать
AVAX;22;10,386 USD;+0,68%;4,6 B USD;459,56 M USD;443,06 M;0,0999;0,41%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial;Покупать
DAI;23;0,99990 USD;+0,00%;4,58 B USD;23,57 M USD;4,58 B;0,0051;0,01%;Стейблкоины, Обеспеченные стейблкоины, DeFi;Покупать
CC;24;0,11239 USD;+4,22%;4,46 B USD;25,06 M USD;39,68 B;0,0056;—;Приватные, Криптовалюты, Платформы смарт-контрактов, Интероперабельность, Масштабирование, Корпоративные решения, Сеть уровня 1;Покупать
USD1;25;0,99942 USD;−0,01%;4,38 B USD;1,13 B USD;4,39 B;0,2572;—;Стейблкоины, Обеспеченные стейблкоины, Сделано в США, Портфель World Liberty Financial;Продавать
SUI;26;1,02021 USD;+5,86%;4,18 B USD;759,32 M USD;4,1 B;0,1817;0,44%;Платформы смарт-контрактов, Инструменты разработки, Масштабирование, Сеть уровня 1, Сделано в США, Портфель World Liberty Financial;Покупать
HBAR;27;0,092773 USD;+2,75%;4,07 B USD;106,9 M USD;43,83 B;0,0263;0,19%;Платформы смарт-контрактов, Корпоративные решения, DeFi, Сеть уровня 1, Сделано в США, Real-world assets (RWA), ISO 20022;Покупать
GRAM;28;1,4392 USD;+2,16%;4,05 B USD;92,64 M USD;2,81 B;0,0229;0,04%;Сеть уровня 1;Покупать
SHIB;29;0,5811e-5 USD;+3,36%;3,42 B USD;99,93 M USD;589,24 T;0,0292;0,24%;Мемы, Криптовалюты, Мемы с животными;Покупать
TAO;30;292,96 USD;−0,20%;3,38 B USD;325,4 M USD;11,55 M;0,0962;0,79%;Распред. вычисления и хранение, Оракулы, Управление данными и ИИ, DAO, Сеть уровня 1, DePIN;Покупать
USDG;31;1,0000 USD;−0,01%;3,25 B USD;778,06 M USD;3,25 B;0,2391;0,03%;Стейблкоины, Обеспеченные стейблкоины;Активно покупать
CRO;32;0,062851 USD;+2,15%;3,13 B USD;13,6 M USD;49,74 B;0,0044;0,34%;Платформы смарт-контрактов, Централизованные биржи, Платежи, Сеть уровня 1, Биржевые токены;Покупать
M;33;1,2297 USD;+0,56%;2,8 B USD;1,12 M USD;2,28 B;0,0004;0,00%;Мемы, Сеть уровня 1;Нейтрально
PYUSD;34;0,99966 USD;−0,02%;2,69 B USD;12,17 M USD;2,69 B;0,0045;0,01%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Покупать
XAUT;35;4 264,81 USD;−0,42%;2,66 B USD;227,59 M USD;622,82 K;0,0857;0,03%;Real-world assets (RWA);Продавать
ONDO;36;0,52240 USD;+26,15%;2,54 B USD;728,39 M USD;4,87 B;0,2863;0,23%;Сделано в США, Real-world assets (RWA), Портфель World Liberty Financial;Активно покупать
OKB;37;119,62 USD;+1,06%;2,51 B USD;35,86 M USD;21 M;0,0143;0,17%;Сеть уровня 1, Сделано в Китае;Покупать
RLUSD;38;1,0001 USD;+0,01%;2,38 B USD;357,28 M USD;2,38 B;0,1499;0,02%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Покупать
AAVE;39;144,19 USD;+3,60%;2,22 B USD;313,4 M USD;15,43 M;0,1409;0,11%;Займы и кредиты, DeFi, DAO, Сделано в США, Портфель World Liberty Financial;Активно покупать
MNT;40;0,67873 USD;+4,56%;2,24 B USD;63,04 M USD;3,3 B;0,0281;0,02%;Масштабирование, DeFi, DAO, Сделано в Китае;Покупать
ENA;41;0,21923 USD;+5,15%;2,21 B USD;552,83 M USD;10,1 B;0,2498;0,19%;DeFi, Портфель World Liberty Financial;Покупать
DOT;42;1,1643 USD;+5,94%;1,98 B USD;175,05 M USD;1,7 B;0,0882;0,15%;Платформы смарт-контрактов, Сеть уровня 1;Покупать
ASTER;43;0,71075 USD;+2,97%;1,92 B USD;101,2 M USD;2,7 B;0,0526;0,12%;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Сделано в Китае, Бессрочные контракты;Нейтрально
PAXG;44;4 259,66 USD;−0,45%;1,85 B USD;232,69 M USD;434,9 K;0,1256;0,02%;Real-world assets (RWA);Продавать
PEPE;45;0,44601e-5 USD;+1,56%;1,85 B USD;427,29 M USD;413,77 T;0,2315;0,61%;Мемы;Покупать
PUMP;46;0,0039343 USD;−1,84%;1,84 B USD;150,3 M USD;466,66 B;0,0819;4,10%;—;Продавать
WLFI;47;0,056167 USD;+1,83%;1,78 B USD;63,21 M USD;31,78 B;0,0354;0,06%;DeFi, Сделано в США;Продавать
SKY;48;0,075647 USD;+4,00%;1,77 B USD;35,05 M USD;23,42 B;0,0198;0,02%;Криптовалюты, Займы и кредиты, DeFi, DAO, Real-world assets (RWA);Активно покупать
ICP;49;3,1387 USD;+7,60%;1,75 B USD;113,11 M USD;556,9 M;0,0647;0,29%;Платформы смарт-контрактов, Управление данными и ИИ, DeFi, Сеть уровня 1, DePIN;Активно покупать
WLD;50;0,44581 USD;+8,29%;1,63 B USD;385,54 M USD;3,65 B;0,2369;0,09%;Личные данные, Сделано в США;Покупать
ETC;51;9,9222 USD;+13,12%;1,57 B USD;207,89 M USD;158,27 M;0,1324;0,03%;Платформы смарт-контрактов, Сеть уровня 1;Активно покупать
USDD;52;0,99843 USD;−0,09%;1,53 B USD;339,53 K USD;1,53 B;0,0002;0,02%;Стейблкоины, Обеспеченные стейблкоины, Алгоритмические стейблкоины, Сделано в Китае;Продавать
MORPHO;53;2,8156 USD;+10,15%;1,49 B USD;67,34 M USD;529,24 M;0,0452;0,05%;Займы и кредиты, DeFi;Активно покупать
ARB;54;0,21953 USD;−2,05%;1,49 B USD;320,67 M USD;6,79 B;0,2153;0,20%;Масштабирование, Web3, DAO;Активно покупать
VVV;55;30,585 USD;+1,81%;1,48 B USD;60,51 M USD;48,43 M;0,0408;0,16%;Управление данными и ИИ, Сделано в США;Покупать
U;56;0,99923 USD;+0,00%;1,47 B USD;184,24 M USD;1,47 B;0,1257;—;Стейблкоины, Обеспеченные стейблкоины;Активно продавать
BGB;57;2,0608 USD;+1,43%;1,44 B USD;13,35 M USD;698,07 M;0,0093;0,00%;Централизованные биржи, Биржевые токены, Сделано в Китае;Покупать
LIT;58;5,2826 USD;−1,46%;1,32 B USD;112,1 M USD;250 M;0,0849;—;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Покупать
GT;59;10,697 USD;+1,51%;1,14 B USD;3,66 M USD;106,64 M;0,0032;0,03%;Централизованные биржи, Биржевые токены, Сделано в Китае;Покупать
POL;60;0,10751 USD;+5,35%;1,14 B USD;132,96 M USD;10,62 B;0,1165;0,07%;Масштабирование;Покупать
KAS;61;0,039909 USD;+2,42%;1,11 B USD;14,53 M USD;27,72 B;0,0131;0,58%;Криптовалюты, Сеть уровня 1, Сделано в США;Покупать
ALGO;62;0,11335 USD;+7,64%;1,03 B USD;82,99 M USD;9,06 B;0,0808;0,09%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США, Real-world assets (RWA), ISO 20022;Активно покупать
QNT;63;85,826 USD;+19,96%;1,04 B USD;19,69 M USD;12,07 M;0,0190;0,22%;Интероперабельность, Real-world assets (RWA), ISO 20022;Активно покупать
JUP;64;0,30408 USD;+6,49%;1,01 B USD;69,12 M USD;3,32 B;0,0685;0,11%;Децентрализованные биржи, Деривативы, Интероперабельность, DeFi, Биржевые токены, Бессрочные контракты;Покупать
KCS;65;7,3342 USD;+2,75%;1,01 B USD;9,5 M USD;137,16 M;0,0094;0,00%;Централизованные биржи, Биржевые токены, Сделано в Китае;Покупать
RENDER;66;1,8845 USD;+9,18%;977,63 M USD;46,91 M USD;518,78 M;0,0480;0,09%;Игры, Распред. вычисления и хранение, Управление данными и ИИ, NFT и коллекционные, Масштабирование, Соцсети и контент, Метавселенная, Web3, DePIN, Сделано в США;Покупать
PI;67;0,086104 USD;−2,26%;968,07 M USD;7,86 M USD;11,24 B;0,0081;—;Сеть уровня 1;Активно продавать
ATOM;68;1,7821 USD;+3,14%;948,16 M USD;43,54 M USD;532,05 M;0,0459;0,06%;Платформы смарт-контрактов, Интероперабельность, Сеть уровня 1;Покупать
JST;69;0,11231 USD;−0,06%;919,68 M USD;33,81 M USD;8,19 B;0,0368;0,02%;DeFi;Покупать
CAKE;70;2,7470 USD;+7,64%;876,29 M USD;92,32 M USD;319 M;0,1054;0,09%;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Активно покупать
INJ;71;8,4737 USD;+10,67%;847,12 M USD;194,47 M USD;99,97 M;0,2296;0,44%;Платформы смарт-контрактов, Управление данными и ИИ, Интероперабельность, DeFi, Web3, Сеть уровня 1, Сделано в США, Real-world assets (RWA);Активно покупать
FIL;72;1,00692 USD;+7,24%;836,6 M USD;193,43 M USD;830,85 M;0,2312;0,14%;Распред. вычисления и хранение, Управление данными и ИИ, Web3, Сеть уровня 1, DePIN, Сделано в США;Активно покупать
DASH;73;63,091 USD;+7,40%;810,28 M USD;169,5 M USD;12,84 M;0,2092;0,11%;Приватные, Криптовалюты, DAO, Сделано в США;Покупать
VET;74;0,0093931 USD;+5,31%;807,67 M USD;18,07 M USD;85,99 B;0,0224;0,20%;Платформы смарт-контрактов, Интернет вещей, Логистика, Сеть уровня 1, Real-world assets (RWA), Сделано в Китае;Покупать
APT;75;0,83047 USD;+7,38%;723,12 M USD;78,68 M USD;870,73 M;0,1088;0,07%;Платформы смарт-контрактов, Сеть уровня 1, Сделано в США;Покупать
STABLE;76;0,026697 USD;+4,92%;710,48 M USD;13,52 M USD;26,61 B;0,0190;—;Корпоративные решения, Платежи, Сеть уровня 1;Продавать
AERO;77;0,70376 USD;+4,47%;701,4 M USD;61,79 M USD;996,64 M;0,0881;0,09%;Децентрализованные биржи, DeFi, Сделано в США;Активно покупать
ETHFI;78;0,67855 USD;+3,20%;655,04 M USD;40,6 M USD;965,35 M;0,0620;0,03%;DeFi;Покупать
XDC;79;0,029896 USD;−0,56%;642,11 M USD;9,67 M USD;21,48 B;0,0151;0,04%;Платформы смарт-контрактов, Корпоративные решения, Сеть уровня 1, Real-world assets (RWA), ISO 20022;Покупать
FLR;80;0,0072297 USD;+2,86%;628,19 M USD;3,88 M USD;86,89 B;0,0062;0,01%;Инструменты разработки, Интероперабельность, Сеть уровня 1, ISO 20022;Покупать
PENGU;81;0,0099775 USD;+3,46%;627,19 M USD;273,21 M USD;62,86 B;0,4356;0,23%;Мемы, NFT и коллекционные, Сделано в США, Мемы с животными;Покупать
TRUMP;82;2,0800 USD;+5,47%;586,28 M USD;391,81 M USD;281,87 M;0,6683;0,20%;Мемы, Сделано в США;Нейтрально
NEXO;83;0,88076 USD;+2,27%;569,1 M USD;5,17 M USD;646,15 M;0,0091;0,01%;Займы и кредиты, Платежи;Покупать
STX;84;0,31201 USD;−1,45%;566,18 M USD;24,82 M USD;1,81 B;0,0438;0,15%;Платформы смарт-контрактов, Игры, NFT и коллекционные, DeFi, Метавселенная, Web3, Сделано в США;Покупать
RAY;85;2,0882 USD;+2,14%;563,27 M USD;162,8 M USD;269,74 M;0,2890;0,65%;Децентрализованные биржи, Деривативы, DeFi, Биржевые токены, Бессрочные контракты;Активно покупать
ZRO;86;1,4739 USD;−1,11%;555,63 M USD;177,17 M USD;376,98 M;0,3189;0,17%;Интероперабельность;Покупать
CRV;87;0,34955 USD;+6,20%;545,7 M USD;59,84 M USD;1,56 B;0,1097;0,07%;Децентрализованные биржи, DeFi, DAO, Биржевые токены;Покупать
PYTH;88;0,068539 USD;+9,15%;539,74 M USD;41,42 M USD;7,87 B;0,0767;0,05%;Оракулы, Интероперабельность;Активно покупать
FET;89;0,22067 USD;+12,40%;510,08 M USD;219,37 M USD;2,31 B;0,4301;0,15%;Управление данными и ИИ, Интероперабельность, Сеть уровня 1;Активно покупать
BIANRENSHENG;90;0,50602 USD;+2,57%;506,02 M USD;2,39 M USD;1 B;0,0047;—;Мемы;Покупать
TUSD;91;0,99944 USD;−0,05%;494,24 M USD;16,81 M USD;494,52 M;0,0340;0,00%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Покупать
VIRTUAL;92;0,73912 USD;+5,58%;487,07 M USD;104,9 M USD;658,99 M;0,2154;0,08%;Игры, Управление данными и ИИ, Метавселенная;Покупать
PIEVERSE;93;1,6094 USD;−5,67%;475,34 M USD;146,8 M USD;295,35 M;0,3088;—;Платежи;Покупать
SEI;94;0,061377 USD;+3,94%;465,23 M USD;55,96 M USD;7,58 B;0,1203;0,10%;Инструменты разработки, Сеть уровня 1, Сделано в США, Портфель World Liberty Financial;Покупать
EURC;95;1,1372 USD;−0,04%;460,26 M USD;61,54 M USD;404,73 M;0,1337;0,01%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Продавать
TIA;96;0,49432 USD;+5,90%;454,74 M USD;53,06 M USD;919,93 M;0,1167;0,51%;Инструменты разработки, Масштабирование, Сеть уровня 1;Покупать
PENDLE;97;2,5642 USD;+2,62%;445,12 M USD;65,62 M USD;173,59 M;0,1474;0,06%;Соцсети и контент, DeFi, Web3, Real-world assets (RWA);Покупать
BSV;98;21,769 USD;−3,72%;437,3 M USD;18,62 M USD;20,09 M;0,0426;0,06%;Криптовалюты, Масштабирование;Покупать
P;99;0,63275 USD;−4,75%;432,84 M USD;65,03 M USD;684,07 M;0,1502;—;—;Нейтрально
FF;100;0,13159 USD;+0,10%;413,19 M USD;21,58 M USD;3,14 B;0,0522;0,02%;—;Покупать
SPX;101;0,44754 USD;+2,11%;416,66 M USD;32,84 M USD;930,99 M;0,0788;0,26%;Мемы;Продавать
NIGHT;102;0,024204 USD;+3,82%;401,97 M USD;14,22 M USD;16,61 B;0,0354;—;Приватные;Покупать
BTT;103;0,36963e-6 USD;+1,06%;364,84 M USD;13,27 M USD;987,04 T;0,0364;0,02%;Распред. вычисления и хранение, Web3, DePIN;Покупать
XTZ;104;0,32934 USD;+1,45%;361,29 M USD;8,08 M USD;1,1 B;0,0224;0,29%;Приватные, Платформы смарт-контрактов, Сеть уровня 1, Сделано в США;Активно покупать
LDO;105;0,42157 USD;+7,43%;351,65 M USD;67,6 M USD;834,15 M;0,1922;0,03%;Деривативы, DeFi, DAO;Покупать
KITE;106;0,13320 USD;−0,38%;334,22 M USD;16,4 M USD;2,51 B;0,0491;—;Управление данными и ИИ, Web3, Сеть уровня 1;Покупать
SUN;107;0,017281 USD;+1,09%;332,18 M USD;18,03 M USD;19,22 B;0,0543;0,00%;Платежи, DeFi, Сделано в Китае;Покупать
BONK;108;0,36657e-5 USD;+6,66%;322,56 M USD;82,48 M USD;87,99 T;0,2557;0,17%;Мемы, Сделано в США, Мемы с животными;Покупать
FDUSD;109;0,99866 USD;−0,02%;324,61 M USD;227,81 M USD;325,04 M;0,7018;0,00%;Стейблкоины, Обеспеченные стейблкоины, Фиатно-обеспеченные стейблкоины;Покупать
DCR;110;18,397 USD;−0,04%;324,12 M USD;1,75 M USD;17,62 M;0,0054;0,01%;Приватные, Криптовалюты, DAO, Сеть уровня 1, Сделано в США;Покупать
OP;111;0,13458 USD;+7,70%;309,48 M USD;110,2 M USD;2,3 B;0,3561;0,06%;Масштабирование, Сделано в США;Покупать
IMX;112;0,15369 USD;+4,77%;307,38 M USD;13,26 M USD;2 B;0,0431;0,07%;Инструменты разработки, Игры, NFT и коллекционные, Масштабирование, Торговая площадка;Покупать
LUNC;113;0,000055234 USD;+3,90%;304,36 M USD;11,16 M USD;5,51 T;0,0367;0,13%;Платформы смарт-контрактов, Платежи, Сеть уровня 1;Покупать
GNO;114;114,74 USD;+0,48%;302,86 M USD;2 M USD;2,64 M;0,0066;0,01%;Рынки предсказаний, DeFi, Сеть уровня 1, Биржевые токены;Продавать
ENS;115;7,1191 USD;+6,30%;300,25 M USD;36,63 M USD;42,18 M;0,1220;0,01%;Личные данные, Web3, DAO;Покупать
AR;116;4,5853 USD;+2,19%;301,04 M USD;20,43 M USD;65,65 M;0,0679;0,07%;Распред. вычисления и хранение, Web3, Сеть уровня 1, DePIN;Покупать
STRK;117;0,040307 USD;+3,18%;296,28 M USD;45,87 M USD;7,35 B;0,1548;0,49%;Приватные, Платформы смарт-контрактов, Масштабирование, Web3;Покупать
USELESS;118;0,29455 USD;+0,04%;294,28 M USD;57,08 M USD;999,08 M;0,1940;0,06%;Мемы;Покупать
MON;119;0,025247 USD;+4,04%;298,55 M USD;19,72 M USD;11,83 B;0,0660;—;Платформы смарт-контрактов, DeFi, Сеть уровня 1;Покупать
GRT;120;0,026274 USD;+0,56%;287,47 M USD;27,66 M USD;10,94 B;0,0962;0,04%;Управление данными и ИИ, Корпоративные решения, Web3, Сделано в США;Покупать
CFX;121;0,053953 USD;+3,86%;282,83 M USD;9,21 M USD;5,24 B;0,0326;0,01%;Платформы смарт-контрактов, Интероперабельность, DeFi, Web3, Сеть уровня 1, Сделано в Китае;Покупать
XPL;122;0,101061 USD;+15,82%;280,73 M USD;122,52 M USD;2,78 B;0,4364;0,07%;Платежи, Сеть уровня 1;Активно покупать
FLOKI;123;0,000028586 USD;+4,63%;272,27 M USD;44,72 M USD;9,52 T;0,1642;0,11%;Мемы, Игры, Метавселенная, Мемы с животными;Покупать
JTO;124;0,49968 USD;+7,20%;262,26 M USD;37,91 M USD;524,86 M;0,1446;0,03%;Деривативы, DeFi, DAO;Покупать
SYRUP;125;0,21696 USD;+4,61%;258,4 M USD;15,4 M USD;1,19 B;0,0596;0,02%;DeFi, DAO, Real-world assets (RWA);Покупать
TWT;126;0,57718 USD;+5,63%;248,11 M USD;7,36 M USD;429,86 M;0,0297;0,02%;Платежи;Покупать
COMP;127;24,099 USD;+10,06%;240,99 M USD;65,79 M USD;10 M;0,2730;0,02%;Займы и кредиты, DeFi, DAO, Сделано в США;Активно покупать
NFT;128;0,24184e-6 USD;+1,03%;239,45 M USD;8,21 M USD;990,11 T;0,0343;0,00%;NFT и коллекционные, Торговая площадка;Продавать
WIF;129;0,23701 USD;+3,97%;236,73 M USD;91,26 M USD;998,84 M;0,3855;0,13%;Мемы, Мемы с животными;Покупать
EIGEN;130;0,24859 USD;+4,82%;230,6 M USD;27,49 M USD;927,64 M;0,1192;0,03%;Сделано в США;Покупать
IOTA;131;0,048197 USD;+2,98%;224,35 M USD;7,03 M USD;4,65 B;0,0313;0,01%;Сеть уровня 1, Real-world assets (RWA), ISO 20022;Покупать
JASMY;132;0,0045332 USD;+7,27%;224,14 M USD;19,59 M USD;49,44 B;0,0874;0,05%;Интернет вещей;Покупать
ZAMA;133;0,092506 USD;+2,25%;227,16 M USD;76,68 M USD;2,46 B;0,3376;—;Приватные, Интероперабельность;Покупать
THETA;134;0,22223 USD;+2,97%;222,23 M USD;6,2 M USD;1 B;0,0279;0,02%;Платформы смарт-контрактов, Распред. вычисления и хранение, Управление данными и ИИ, Корпоративные решения, Соцсети и контент, Web3, Сеть уровня 1, DePIN, Сделано в США;Покупать
KAIA;135;0,033505 USD;+0,70%;215,36 M USD;6,23 M USD;6,43 B;0,0289;0,00%;Корпоративные решения, Сеть уровня 1;Покупать
